year,month,department,buildingName,energyUsage,energyType
2014,August,Department of Corrections,Rifle Correctional Center,0,propane
2014,September,Department of Corrections,Rifle Correctional Center,8801,propane
2014,October,Department of Corrections,Rifle Correctional Center,9472,propane
2014,November,Department of Corrections,Rifle Correctional Center,17805,propane
2014,December,Department of Corrections,Rifle Correctional Center,9502,propane
2015,January,Department of Corrections,Rifle Correctional Center,9499,propane
2015,February,Department of Corrections,Rifle Correctional Center,9541,propane
2015,March,Department of Corrections,Rifle Correctional Center,9302,propane
2015,April,Department of Corrections,Rifle Correctional Center,9578,propane
2015,May,Department of Corrections,Rifle Correctional Center,9999,propane
2015,June,Department of Corrections,Rifle Correctional Center,0,propane
2014,July,Department of Corrections,Trinidad Correctional Facility,0,propane
2014,August,Department of Corrections,Trinidad Correctional Facility,0,propane
2014,September,Department of Corrections,Trinidad Correctional Facility,0,propane
2014,October,Department of Corrections,Trinidad Correctional Facility,0,propane
2014,November,Department of Corrections,Trinidad Correctional Facility,0,propane
2014,December,Department of Corrections,Trinidad Correctional Facility,195,propane
2015,January,Department of Corrections,Trinidad Correctional Facility,181,propane
2015,February,Department of Corrections,Trinidad Correctional Facility,100,propane
2015,March,Department of Corrections,Trinidad Correctional Facility,0,propane
2015,April,Department of Corrections,Trinidad Correctional Facility,0,propane
2015,May,Department of Corrections,Trinidad Correctional Facility,0,propane
2015,June,Department of Corrections,Trinidad Correctional Facility,0,propane
2015,July,Department of Corrections,CI Canon Correctional Industries,1434,propane
2015,August,Department of Corrections,CI Canon Correctional Industries,1366,propane
2015,September,Department of Corrections,CI Canon Correctional Industries,2313,propane
2015,October,Department of Corrections,CI Canon Correctional Industries,2189,propane
2015,November,Department of Corrections,CI Canon Correctional Industries,4932,propane
2015,December,Department of Corrections,CI Canon Correctional Industries,6587,propane
2016,January,Department of Corrections,CI Canon Correctional Industries,5962,propane
2016,February,Department of Corrections,CI Canon Correctional Industries,5811,propane
2016,March,Department of Corrections,CI Canon Correctional Industries,5323,propane
2016,April,Department of Corrections,CI Canon Correctional Industries,4151,propane
2016,May,Department of Corrections,CI Canon Correctional Industries,2941,propane
2016,June,Department of Corrections,CI Canon Correctional Industries,1808,propane
2015,July,Department of Corrections,Rifle Correctional Center,0,propane
2015,August,Department of Corrections,Rifle Correctional Center,0,propane
2015,September,Department of Corrections,Rifle Correctional Center,8726,propane
2015,October,Department of Corrections,Rifle Correctional Center,0,propane
2015,November,Department of Corrections,Rifle Correctional Center,9299,propane
2015,December,Department of Corrections,Rifle Correctional Center,17896,propane
2016,January,Department of Corrections,Rifle Correctional Center,18776,propane
2016,February,Department of Corrections,Rifle Correctional Center,18504,propane
2016,March,Department of Corrections,Rifle Correctional Center,9200,propane
2016,April,Department of Corrections,Rifle Correctional Center,9200,propane
2016,May,Department of Corrections,Rifle Correctional Center,0,propane
2016,June,Department of Corrections,Rifle Correctional Center,9801,propane
2015,July,Department of Corrections,Trinidad Correctional Facility,0,propane
2015,August,Department of Corrections,Trinidad Correctional Facility,0,propane
2015,September,Department of Corrections,Trinidad Correctional Facility,91,propane
2015,October,Department of Corrections,Trinidad Correctional Facility,0,propane
2015,November,Department of Corrections,Trinidad Correctional Facility,0,propane
2015,December,Department of Corrections,Trinidad Correctional Facility,0,propane
2016,January,Department of Corrections,Trinidad Correctional Facility,253,propane
2016,February,Department of Corrections,Trinidad Correctional Facility,0,propane
2016,March,Department of Corrections,Trinidad Correctional Facility,0,propane
2016,April,Department of Corrections,Trinidad Correctional Facility,0,propane
2016,May,Department of Corrections,Trinidad Correctional Facility,0,propane
2016,June,Department of Corrections,Trinidad Correctional Facility,0,propane
2016,July,Department of Corrections,CI Canon Correctional Industries,1767,propane
2016,August,Department of Corrections,CI Canon Correctional Industries,902,propane
2016,September,Department of Corrections,CI Canon Correctional Industries,1962,propane
2016,October,Department of Corrections,CI Canon Correctional Industries,2769,propane
2016,November,Department of Corrections,CI Canon Correctional Industries,4557,propane
2016,December,Department of Corrections,CI Canon Correctional Industries,5643,propane
2017,January,Department of Corrections,CI Canon Correctional Industries,9490,propane
2017,February,Department of Corrections,CI Canon Correctional Industries,5861,propane
2017,March,Department of Corrections,CI Canon Correctional Industries,4985,propane
2017,April,Department of Corrections,CI Canon Correctional Industries,3421,propane
2017,May,Department of Corrections,CI Canon Correctional Industries,4116,propane
2017,June,Department of Corrections,CI Canon Correctional Industries,870,propane
2016,July,Department of Corrections,Rifle Correctional Center,0,propane
2016,August,Department of Corrections,Rifle Correctional Center,9000,propane
2016,September,Department of Corrections,Rifle Correctional Center,0,propane
2016,October,Department of Corrections,Rifle Correctional Center,0,propane
2016,November,Department of Corrections,Rifle Correctional Center,8450,propane
2016,December,Department of Corrections,Rifle Correctional Center,18400,propane
2017,January,Department of Corrections,Rifle Correctional Center,18707,propane
2017,February,Department of Corrections,Rifle Correctional Center,18216,propane
2017,March,Department of Corrections,Rifle Correctional Center,10000,propane
2017,April,Department of Corrections,Rifle Correctional Center,0,propane
2017,May,Department of Corrections,Rifle Correctional Center,9500,propane
2017,June,Department of Corrections,Rifle Correctional Center,0,propane
2016,July,Department of Corrections,Trinidad Correctional Facility,0,propane
2016,August,Department of Corrections,Trinidad Correctional Facility,141,propane
2016,September,Department of Corrections,Trinidad Correctional Facility,0,propane
2016,October,Department of Corrections,Trinidad Correctional Facility,0,propane
2016,November,Department of Corrections,Trinidad Correctional Facility,70,propane
2016,December,Department of Corrections,Trinidad Correctional Facility,0,propane
2017,January,Department of Corrections,Trinidad Correctional Facility,0,propane
2017,February,Department of Corrections,Trinidad Correctional Facility,294,propane
2017,March,Department of Corrections,Trinidad Correctional Facility,0,propane
2017,April,Department of Corrections,Trinidad Correctional Facility,0,propane
2017,May,Department of Corrections,Trinidad Correctional Facility,0,propane
2017,June,Department of Corrections,Trinidad Correctional Facility,0,propane
2014,July,Department of Corrections,Buena Vista Correctional Facility,0,oil
2014,August,Department of Corrections,Buena Vista Correctional Facility,0,oil
2014,September,Department of Corrections,Buena Vista Correctional Facility,0,oil
2014,October,Department of Corrections,Buena Vista Correctional Facility,0,oil
2014,November,Department of Corrections,Buena Vista Correctional Facility,0,oil
2014,December,Department of Corrections,Buena Vista Correctional Facility,1500,oil
2015,January,Department of Corrections,Buena Vista Correctional Facility,0,oil
2015,February,Department of Corrections,Buena Vista Correctional Facility,0,oil
2015,March,Department of Corrections,Buena Vista Correctional Facility,0,oil
2015,April,Department of Corrections,Buena Vista Correctional Facility,0,oil
2015,May,Department of Corrections,Buena Vista Correctional Facility,0,oil
2015,June,Department of Corrections,Buena Vista Correctional Facility,1000,oil
2014,July,Department of Corrections,Centennial Correctional Facility,0,oil
2014,August,Department of Corrections,Centennial Correctional Facility,0,oil
2014,September,Department of Corrections,Centennial Correctional Facility,2500,oil
2014,October,Department of Corrections,Centennial Correctional Facility,0,oil
2014,November,Department of Corrections,Centennial Correctional Facility,0,oil
2014,December,Department of Corrections,Centennial Correctional Facility,0,oil
2015,January,Department of Corrections,Centennial Correctional Facility,0,oil
2015,February,Department of Corrections,Centennial Correctional Facility,0,oil
2015,March,Department of Corrections,Centennial Correctional Facility,0,oil
2015,April,Department of Corrections,Centennial Correctional Facility,0,oil
2015,May,Department of Corrections,Centennial Correctional Facility,0,oil
2015,June,Department of Corrections,Centennial Correctional Facility,2705,oil
2014,July,Department of Corrections,CTCF Prison,0,oil
2014,August,Department of Corrections,CTCF Prison,0,oil
2014,September,Department of Corrections,CTCF Prison,0,oil
2014,October,Department of Corrections,CTCF Prison,0,oil
2014,November,Department of Corrections,CTCF Prison,0,oil
2014,December,Department of Corrections,CTCF Prison,0,oil
2015,January,Department of Corrections,CTCF Prison,0,oil
2015,February,Department of Corrections,CTCF Prison,0,oil
2015,March,Department of Corrections,CTCF Prison,0,oil
2015,April,Department of Corrections,CTCF Prison,0,oil
2015,May,Department of Corrections,CTCF Prison,0,oil
2015,June,Department of Corrections,CTCF Prison,1612,oil
2014,July,Department of Corrections,Delta Correctional Center,0,oil
2014,August,Department of Corrections,Delta Correctional Center,0,oil
2014,September,Department of Corrections,Delta Correctional Center,0,oil
2014,October,Department of Corrections,Delta Correctional Center,0,oil
2014,November,Department of Corrections,Delta Correctional Center,0,oil
2014,December,Department of Corrections,Delta Correctional Center,0,oil
2015,January,Department of Corrections,Delta Correctional Center,0,oil
2015,February,Department of Corrections,Delta Correctional Center,0,oil
